,UEI,Start Date,End Date,Duration(Days),Main Cause,Districts,State,Extent of damage ,Event Source
3438,UEI-IMD-FL-2005-0145,11/12/2005 00:00,11/12/2005 00:00,1,heavy rains,"Ramanathapuram, Thanjavur,Thiruvarur",Tamil Nadu,"i) Extensive damage to private,public property reported. ii) 1.40 lakh hectares of crops submerged. ",IMD
3439,UEI-IMD-FL-2005-0146,30/06/2005 00:00,30/06/2005 00:00,1,heavy rains,Chamoli,Uttarakhand,,IMD
3440,UEI-IMD-FL-2005-0147,06/07/2005 00:00,06/07/2005 00:00,1,severe flood (ker),Banda,"Uttar Pradesh, Uttarakhand",,IMD
3441,UEI-IMD-FL-2005-0148,14/07/2005 00:00,14/07/2005 00:00,1,heavy rains,"Uttarkashi, Chamoli, Dehradun, Tehri Garhwal, Rudraprayag, Pithoragarh, Bageshwar, Hardwar, Garhwal, Almora
, Nainital, Champawat, Udham Singh Nagar","Uttar Pradesh, Uttarakhand","i) 500 vehicles stranded on Hrishikesh-Badrinath national highway,Rudraprayag-Kedarnath road due to landslide. ii) Electric/telephone services disrupted. ",IMD
3442,UEI-IMD-FL-2005-0149,21/07/2005 00:00,21/07/2005 00:00,1,heavy rains,"Uttarkashi, Chamoli, Dehradun, Tehri Garhwal, Rudraprayag, Pithoragarh, Bageshwar, Hardwar, Garhwal, Almora
, Nainital, Champawat, Udham Singh Nagar","Uttar Pradesh, Uttarakhand","i) Normal life disrupted. ii) Vehicular traffic affected due to landslide,cloud burst. iii) Extensive damage to many houses reported. ",IMD
3443,UEI-IMD-FL-2005-0150,22/07/2005 00:00,22/07/2005 00:00,1,heavy rains,Tehri Garhwal,Uttarakhand,Landslide reported in Badiargarh area.,IMD
3444,UEI-IMD-FL-2005-0151,03/08/2005 00:00,03/08/2005 00:00,1,heavy rains,Tehri Garhwal,Uttarakhand,,IMD
3445,UEI-IMD-FL-2005-0152,05/08/2005 00:00,05/08/2005 00:00,1,heavy rains,Pithoragarh,Uttarakhand,,IMD
3446,UEI-IMD-FL-2005-0153,22/08/2005 00:00,22/08/2005 00:00,1,heavy rains,"Kanpur Nagar,Kanpur Dehat,Sultanpur",Uttar Pradesh,,IMD
3447,UEI-IMD-FL-2005-0154,22/08/2005 00:00,28/08/2005 00:00,7,severe flood (ghaghara),"Ambedkar Nagar, Azamgarh, Bahraich, Balia, Banda, Bara Banki, Gorakhpur, Kanpur Nagar,Kanpur Dehat, Mau, Sitapur, Sultanpur",Uttar Pradesh,i) Dozens of houses washed away. ii) Many people rendered homeless. iii) Flood water entered in many villages.,IMD
3448,UEI-IMD-FL-2005-0155,28/08/2005 00:00,29/08/2005 00:00,2,"flood (ganga, ghaghara, magari,tansa) ","Azamgarh,Mau",Uttar Pradesh,Damage to property reported.,IMD
3449,UEI-IMD-FL-2005-0156,05/09/2005 00:00,06/09/2005 00:00,2,heavy rains,Bageshwar ,Uttarakhand,Motor road damaged at Jaojit area.,IMD
3450,UEI-IMD-FL-2005-0157,16/09/2005 00:00,16/09/2005 00:00,1,heavy rains,"Hardoi, Jaunpur,Sitapur",Uttar Pradesh,,IMD
3451,UEI-IMD-FL-2005-0158,24/09/2005 00:00,24/09/2005 00:00,1,heavy rains,Muzaffarnagar,Uttar Pradesh,,IMD
3452,UEI-IMD-FL-2005-0159,25/09/2005 00:00,25/09/2005 00:00,1,heavy rains,"Dehradun, Hardwar, Moradabad,Muzaffarnagar,Dehradun, Hardwar,Nainital ","Uttar Pradesh, Uttarakhand",i) Low lying areas submerged. ii) Traffic on Dehradun national highway disrupted.,IMD
3453,UEI-IMD-FL-2005-0160,10/04/2005 00:00,10/04/2005 00:00,1,heavy rains,Darjiling,West Bengal,Damage to 3000 houses reported.,IMD
3454,UEI-IMD-FL-2005-0161,04/05/2005 00:00,04/05/2005 00:00,1,heavy rains,Kolkata,West Bengal,,IMD
3455,UEI-IMD-FL-2005-0162,05/07/2005 00:00,05/07/2005 00:00,1,heavy rains,Darjiling,West Bengal,"i) Landslide reported. ii) Transport services disrupted between Darjiling, Kurseong  . ",IMD
3456,UEI-IMD-FL-2005-0163,09/07/2005 00:00,10/07/2005 00:00,2,heavy rains,Darjiling,West Bengal,i) Landslide reported. ii) Toy train service to Darjiling disrupted..,IMD
3457,UEI-IMD-FL-2005-0164,08/08/2005 00:00,08/08/2005 00:00,1,heavy rains,"Birbhum, Dakshin Dinajpur, Nadia,South Twenty Four Pargan",West Bengal,,IMD
3458,UEI-IMD-FL-2005-0165,14/08/2005 00:00,14/08/2005 00:00,1,heavy rains,Darjiling,West Bengal,"i) Landslide reported at NH 31A at Likuvee. ii) Vehicular traffic between Siliguri,Sikkim disrupted.",IMD
3459,UEI-IMD-FL-2005-0166,16/08/2005 00:00,16/08/2005 00:00,1,heavy rains,Darjiling,West Bengal,1) Landslide reported at Garubathan. ii) Vehicular traffic disrupted.,IMD
3460,UEI-IMD-FL-2005-0167,26/08/2005 00:00,26/08/2005 00:00,1,heavy rains,Kolkata,West Bengal,,IMD
3461,UEI-IMD-FL-2005-0168,13/09/2005 00:00,15/09/2005 00:00,3,moderate flood,Medinipur,West Bengal,i) Many people rendered homeless. ii) Damage to crops reported.,IMD
3462,UEI-IMD-FL-2005-0169,17/09/2005 00:00,19/09/2005 00:00,3,moderate flood,Medinipur,West Bengal,i) Many people rendered homeless. ii) Damage to crops reported.,IMD
3463,UEI-IMD-FL-2005-0170,18/09/2005 00:00,18/09/2005 00:00,1,heavy rains,Southern parts,West Bengal,Hundreds of families rendered homeless due to dam age of Thatched houses.,IMD
3464,UEI-IMD-FL-2005-0171,21/10/2005 00:00,21/10/2005 00:00,1,heavy rains,"Kolkata, Medinipur West,Purba Medinipur, North Twenty Four Pargan*",West Bengal,7 lakh people affected.,IMD
3465,UEI-IMD-FL-2005-0172,23/10/2005 00:00,23/10/2005 00:00,1,heavy rains,"Howrah, Medinipur West,Purba Medinipur, Puruliya, North Twenty Four Pargan*",West Bengal,Many people affected.,IMD
3466,UEI-IMD-FL-2005-0173,25/10/2005 00:00,26/10/2005 00:00,2,severe flood,Medinipur,West Bengal,Damage to crop reported.,IMD
3467,UEI-IMD-FL-2005-0174,01/11/2005 00:00,01/11/2005 00:00,1,heavy rains,Nadia,West Bengal,Extensive damage to mustard crop reported.,IMD
3468,UEI-IMD-FL-2005-0175,03/08/2005 00:00,03/08/2005 00:00,1,heavy rains,"Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, Sahibzada Ajit Singh Nag**, Faridkot, Fatehgarh Sahib, Sri Muktsar Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Firozpur, Pathankot, Kapurthala",Punjab,,IMD
3469,UEI-IMD-FL-2006-0001,05/08/2006 00:00,11/08/2006 00:00,7,"flash flood (godavari,rivulets)","Adilabad, East Godavari, Karimnagar, Khammam, Warangal Rural, Warangal Rural, Warangal Rural, Warangal Urban, West Godavari",Andhra Pradesh,"i) Low lying areas flooded. ï¿½ï¿½) Crops in 2.5 lakh acres damaged. iii) Train/Bus/Air traffic disrupted. iv) 215 villages marooned.. v) 12,000 people affected.",IMD
3470,UEI-IMD-FL-2006-0002,19/09/2006 00:00,22/09/2006 00:00,4,flash flood,"Adilabad, Guntur, Karimnagar, Khammam, Nizamabad, Vizianagaram, Warangal Rural, Warangal Urban, Warangal Rural, Warangal Urban",Andhra Pradesh,"i) Low lying areas flooded. ii) 3000 people shifted to safer places. iii) Crops in 50,000 acres damaged. iv) 100 villages marooned. v) Several buildings,houses damaged. vi) Several roads washed away.",IMD
3471,UEI-IMD-FL-2006-0003,04/06/2006 00:00,04/06/2006 00:00,1,flash flood,Lohit,Arunachal Pradesh,"i) Landslide reported. ii) Road link cut off. iii) Standing paddy,other crops damaged.",IMD
3472,UEI-IMD-FL-2006-0004,30/05/2006 00:00,01/06/2006 00:00,3,heavy rains,"Dhemaji,Jorhat",Assam,"i) Standing crop damaged. ii) Flood water overtopped PWD road connecting Ghailmara,Dhemaji at 5 places. iii) Dwelling houses damaged. iv) In Majuli subdivision, ready to harvest Ahu,Boro varieties of paddy in 100 acres completely destroyed.",IMD
3473,UEI-IMD-FL-2006-0005,11/06/2006 00:00,17/06/2006 00:00,7,"severe flood (noona, tributaries of brahmaputra)","Barpeta, Cachar, Darrang, Dhemaji, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Karimganj, Lakhimpur, Nagaon, Nalbari, Cachar, Mancachar, Sonitpur,Tinsukia",Assam,"i). More than 1000 villages affected. ii) Road/rail communication cut off. iii) 100 houses completely,172 partially damaged. 700 houses washed away,200 submerged. iv) NH31 overtopped by flood waters at several places v) Crop in 7460 hectares damaged.",IMD
3474,UEI-IMD-FL-2006-0006,27/06/2006 00:00,27/06/2006 00:00,1,flash flood (brahmaputra),Mancachar,Assam,,IMD
3475,UEI-IMD-FL-2006-0007,08/07/2006 00:00,08/07/2006 00:00,1,"flash flood (brahmaputra,its tributaries)",Dhemaji,Assam,i) 39 villages inundated. ii) A railway track washed away. iii) Standing crops damaged.,IMD
3476,UEI-IMD-FL-2006-0008,19/07/2006 00:00,22/07/2006 00:00,4,,"Dhemaji,Jorhat,Sivasagar",Assam,"i) Several villages inundated. ii) Road communication disrupted. iii) Standing crops,seedlings damaged. iv) Damage to many dwelling houses reported. v) Hundreds of families affected. vi) Dyke at Bonai Nopomuwa village breached.",IMD
3477,UEI-IMD-FL-2006-0009,26/07/2006 00:00,26/07/2006 00:00,1,"flash flood (burigang, ghaghara)",Sonitpur,Assam,i) 20 villages inundated. ii) Damage to standing crops reported. iii) Damage to dwelling houses reported.,IMD
3478,UEI-IMD-FL-2006-0010,13/09/2006 00:00,13/09/2006 00:00,1,flash flood,Nalbari,Assam,Extensive damage to crops reported.,IMD
3479,UEI-IMD-FL-2006-0011,15/09/2006 00:00,15/09/2006 00:00,1,flash flood (brahmaputra),Mancachar,Assam,i) 14 villages affected. ii) About 300 houses inundated. iii) Damage to standing crops reported,IMD
3480,UEI-IMD-FL-2006-0012,12/07/2006 00:00,12/07/2006 00:00,1,flash flood,"Darbhanga, Sheohar, Patna,Sitamarhi",Bihar,"Road links between Masandi,Patna damaged",IMD
3481,UEI-IMD-FL-2006-0013,14/07/2006 00:00,15/07/2006 00:00,2,"flash flood (bagmati, kamla balan, mahanadi, burhi gandak,adhwara)","Bhagalpur, Muzaffarpur, Sheohar, Sitamarhi,Pashchim Champaran, Purba Champaran,",Bihar,i) Few Kachchha houses collapsed. ii) More than 100 villages inundated. III) 3 lakh people affected.,IMD
3482,UEI-IMD-FL-2006-0014,24/09/2006 00:00,25/09/2006 00:00,2,heavy rains,"Aurangabad, Katihar, Munger, Muzaffarpur, Nalanda,Sahebganj",Bihar,,IMD
3483,UEI-IMD-FL-2006-0015,01/06/2006 00:00,01/06/2006 00:00,1,heavy rains,"Surat, Bharuch, Narmada, Navsari, The Dangs, Valsad, Tapi,Amreli,  Ahmadabad,Porbandar,  Botad, Gir Somnath, Surendranagar, Rajkot, Bhavnagar, Junagadh, Jamnagar,Devbhumi Dwarka, Morbi",Gujarat,,IMD
3484,UEI-IMD-FL-2006-0016,04/07/2006 00:00,05/07/2006 00:00,2,heavy rains,"Valsad, Amreli, The Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmadabad, Panch Mahals, Dohad, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Aravalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka, Morbi, Navsari",Gujarat,i) Low lying areas flooded. ii) 5600 people evacuated to safer places.,IMD
3485,UEI-IMD-FL-2006-0017,29/07/2006 00:00,30/07/2006 00:00,2,heavy rains,"Anand, Bharuch, Kheda, Navsari,Vadodara",Gujarat,"i) Low lying areas inundated. ii) 30,000 people evacuated to safer places. iii) Road/rail traffic disrupted.",IMD
3486,UEI-IMD-FL-2006-0018,07/08/2006 00:00,07/08/2006 00:00,1,flash flood (tapi),"Bharuch, Navsari, Surat,Vadodara",Gujarat,,IMD
3487,UEI-IMD-FL-2006-0019,17/08/2006 00:00,17/08/2006 00:00,1,heavy rains,"Banas Kantha, Kachchh, Mahesana, Palampur, Patan,Sabar Kantha",Gujarat,i) A small bridge on Hatmati river damaged. ii) Vehicular traffic disrupted.,IMD
3488,UEI-IMD-FL-2006-0020,18/09/2006 00:00,18/09/2006 00:00,1,heavy rains,"Amreli,  Ahmadabad,Porbandar,  Botad, Gir Somnath, Surendranagar, Rajkot, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka, Morbi",Gujarat,,IMD
3489,UEI-IMD-FL-2006-0021,11/07/2006 00:00,12/07/2006 00:00,2,heavy rains,Panchkula,Haryana,i) One house collapsed. ii) Large number of beehives drowned.,IMD
3490,UEI-IMD-FL-2006-0022,20/07/2006 00:00,20/07/2006 00:00,1,flash flood (markanda),Ambala,Haryana,A bridge on Kalka-Ambala state highway collapsed.,IMD
3491,UEI-IMD-FL-2006-0023,25/07/2006 00:00,26/07/2006 00:00,2,flash flood,"Fatehabad, Panipat, Sirsa,Yamunanagar",Haryana,"Hundreds of houses,a poultry farm collapsed.",IMD
3492,UEI-IMD-FL-2006-0024,22/08/2006 00:00,28/08/2006 00:00,7,heavy rains,Panipat,Haryana,i) Standing paddy crop damaged. ii) More than 50 acres of land affected.,IMD
3493,UEI-IMD-FL-2006-0025,26/05/2006 00:00,26/05/2006 00:00,1,heavy rains,Kangra,Himachal Pradesh,i) Many trees / electric poles uprooted. ii) Roofs of many houses blown off. iii) Road/rail traffic disrupted.,IMD
3494,UEI-IMD-FL-2006-0026,25/06/2006 00:00,25/06/2006 00:00,1,heavy rains (cloud burst),Chamba,Himachal Pradesh,"i) Landslide reported. ii) 8 cow sheds, 6 houses, 3 cars,3 motorbikes washed away.",IMD
3495,UEI-IMD-FL-2006-0027,09/07/2006 00:00,09/07/2006 00:00,1,flash flood (tributaries of satlej),Kangra,Himachal Pradesh,i) Landslide reported. ii) Damage to Twenty Four houses reported. 6 houses sank. iii) A bridge in Sangla valley damaged.,IMD
3496,UEI-IMD-FL-2006-0028,11/07/2006 00:00,12/07/2006 00:00,2,heavy rains,Shimla,Himachal Pradesh,"i) A Govt. building collapsed. ii) Damage to 3 houses,water storage tank reported. ",IMD
3497,UEI-IMD-FL-2006-0029,23/07/2006 00:00,28/07/2006 00:00,6,heavy rains,"Kinnaur, Manali,Solan",Himachal Pradesh,"i) Landslide reported. ii) One truck,5 water mills washed away, iii) Damage to industrial finished goods,household items reported. iv) Several houses collapsed. v) Damage to standing crops of Peas,80 Bighas reported. vi) Hundreds of tourists stranded on Hindustan-Tibet road.",IMD
3498,UEI-IMD-FL-2006-0030,02/08/2006 00:00,04/08/2006 00:00,3,flash flood (cloud burst),"Kangra, Kinnaur,Kullu",Himachal Pradesh,"i) Bridge of Ribba village on Hindustan-Tibet road washed away. ii) 8 houses partially damaged. iii) Standing crops of peas,other vegetables damaged. iv) Traffic stranded due to bridge on National Highway No. 88 collapsed.",IMD
3499,UEI-IMD-FL-2006-0031,12/08/2006 00:00,12/08/2006 00:00,1,flash flood (cloud burst),Shimla,Himachal Pradesh,Shimla-Rohra road washed away.,IMD
3500,UEI-IMD-FL-2006-0032,19/08/2006 00:00,19/08/2006 00:00,1,heavy rains,"Shimla,adjoining areas",Himachal Pradesh,i) Landslide reported. ii) Road traffic disrupted.,IMD
3501,UEI-IMD-FL-2006-0033,26/08/2006 00:00,27/08/2006 00:00,2,flash flood,"Ambala,Una",Himachal Pradesh,i) Damage to school building reported. ii) Many trees uprooted.,IMD
3502,UEI-IMD-FL-2006-0034,02/09/2006 00:00,02/09/2006 00:00,1,heavy rains,"Lahaul & Spiti,Shimla",Himachal Pradesh,i) Landslide reported. ii) Extensive damage to fruit crops reported.,IMD
3503,UEI-IMD-FL-2006-0035,09/09/2006 00:00,09/09/2006 00:00,1,heavy rains,Kangra,Himachal Pradesh,"i) Landslide reported. ii) Electricity, telecommunication systems badly affected",IMD
3504,UEI-IMD-FL-2006-0036,07/08/2006 00:00,07/08/2006 00:00,1,flash flood,"Leh, Kargil",Jammu and Kashmir,800 people evacuated to safer places.,IMD
3505,UEI-IMD-FL-2006-0037,03/09/2006 00:00,03/09/2006 00:00,1,"flash flood (jhelum, chenab)","Kathua,Pulwama",Jammu and Kashmir,i) Landslide reported. ii) One lakh people shifted to safer places. iii) Kashmir valley cut off from the rest of the country iv) Low lying areas flooded.,IMD
3506,UEI-IMD-FL-2006-0038,29/07/2006 00:00,30/07/2006 00:00,2,heavy rains,"Sahibganj, Godda, Pakur, Giridih, Dumka, Deoghar, Palamu, Chatra, Garhwa, Jamtara, Dhanbad, Latehar, Bokaro, Ramgarh, Ranchi, Lohardaga, Gumla, Khunti, Saraikela-kharsawan, Purbi Singhbhum, Pashchimi Singhbhum, Simdega, Kodarma, Hazaribaghh",Jharkhand,Low lying areas inundated.,IMD
3507,UEI-IMD-FL-2006-0039,23/09/2006 00:00,23/09/2006 00:00,1,heavy rains,"Sahibganj, Godda, Pakur, Giridih, Dumka, Deoghar, Palamu, Chatra, Garhwa, Jamtara, Dhanbad, Latehar, Bokaro, Ramgarh, Ranchi, Lohardaga, Gumla, Khunti, Saraikela-kharsawan, Purbi Singhbhum, Pashchimi Singhbhum, Simdega, Kodarma, Hazaribaghh",Jharkhand,i) Many houses damaged. ii) Vehicular traffic disrupted.,IMD
3508,UEI-IMD-FL-2006-0040,20/10/2006 00:00,20/10/2006 00:00,1,heavy rains,"Hazaribaghh,Palamu",Jharkhand,Extensive damage to crops reported.,IMD
3509,UEI-IMD-FL-2006-0041,27/05/2006 00:00,30/05/2006 00:00,4,heavy rains,"Bangalore, Dakshina Kannada, Dharwad, Udupi,Uttara Kannada",Karnataka,"i) 25 shops,hundreds of houses flooded ii) 4 vehicles damaged,many submerged. iii) 10 massive trees uprooted. iv) One house collapsed.",IMD
3510,UEI-IMD-FL-2006-0042,13/07/2006 00:00,13/07/2006 00:00,1,flash flood,Uttara Kannada,Karnataka,i) Many trees uprooted. ii) Damage to many houses / buildings reported. iii) 200 quintals of rice damaged.,IMD
3511,UEI-IMD-FL-2006-0043,28/07/2006 00:00,28/07/2006 00:00,1,heavy rains,"Mandya,Mysuru",Karnataka,Wall of Atriya Brivandan Power Ltd. Collapsed.,IMD
3512,UEI-IMD-FL-2006-0044,01/08/2006 00:00,01/08/2006 00:00,1,"flash flood (bheema, krishna,ghatprabha)","Bagalkote Belgaum,Bijapur",Karnataka,i) 26 villages submerged. ii) 1600 families evacuated to safer places. iii) Extensive damage to crops reported.,IMD
3513,UEI-IMD-FL-2006-0045,05/08/2006 00:00,05/08/2006 00:00,1,"flash flood(bheema,krishna) ",Bijapur,Karnataka,Crops in 4400 hectares destroyed.,IMD
3514,UEI-IMD-FL-2006-0046,05/03/2006 00:00,05/03/2006 00:00,1,heavy rains,Wayanad,Kerala,,IMD
3515,UEI-IMD-FL-2006-0047,23/05/2006 00:00,23/05/2006 00:00,1,heavy rains,Kozhikode,Kerala,Landslide reported.,IMD
3516,UEI-IMD-FL-2006-0048,27/05/2006 00:00,29/05/2006 00:00,3,heavy rains,"Alappuzha, Kannur, Kasaragod, Kollam, Kottayam, Kozhikode, Malappuram, Thiruvananthapuram,Thrissur,Wayanad ",Kerala,"i) 120 houses completely,1038 partially damaged. ii) Extensive damage to agriculture reported. iii) Many trees uprooted. iv) 2 fishing boats collapsed",IMD
3517,UEI-IMD-FL-2006-0049,01/06/2006 00:00,01/06/2006 00:00,1,heavy rains,"Alappuzha, Ernakulam, Kannur, Kollam, Kozhikode, Palakkad, Thrissur,Wayanad",Kerala,"i) Around 25 acres of paddy,plantains in 106 hectares of land destroyed. ii) Extensive damage to agriculture reported. ",IMD
3518,UEI-IMD-FL-2006-0050,23/06/2006 00:00,25/06/2006 00:00,3,heavy rains,"Alappuzha, Kozhikode, Malappuram,Thiruvananthapuram",Kerala,"i) 19 houses completely,5 partially damaged. ii) Extensive damage to agriculture reported. iii) Schedule of air services disrupted.",IMD
3519,UEI-IMD-FL-2006-0051,29/06/2006 00:00,29/06/2006 00:00,1,heavy rains,Malappuram,Kerala,Schedule of air services disrupted.,IMD
3520,UEI-IMD-FL-2006-0052,01/07/2006 00:00,03/07/2006 00:00,3,heavy rains,"Kannur,Wayanad",Kerala,"i) 2 houses completely,74 houses partially damaged. ii) Extensive damage to agriculture in 84.2 hectares reported",IMD
3521,UEI-IMD-FL-2006-0053,04/07/2006 00:00,04/07/2006 00:00,1,heavy rains,"Malikkeri,Wayanad",Kerala,"i) Landslide reported. ii) 78 houses completely,266 houses partially damaged. iii) Extensive damage to agriculture reported. ",IMD
3522,UEI-IMD-FL-2006-0054,05/07/2006 00:00,06/07/2006 00:00,2,heavy rains,Wayanad,Kerala,"i) 97 houses collapsed. 2 houses completely,154 houses partially damaged. ii) Low lying areas flooded. iii) Extensive damage to agriculture reported. ",IMD
3523,UEI-IMD-FL-2006-0055,13/08/2006 00:00,13/08/2006 00:00,1,heavy rains,Wayanad,Kerala,i) One house completely damaged. ii) Low lying areas flooded.,IMD
3524,UEI-IMD-FL-2006-0056,22/09/2006 00:00,22/09/2006 00:00,1,flash flood,Thiruvananthapuram,Kerala,i) Low lying areas flooded. ii) Extensive damage to agriculture reported. iii) Hundreds of families shifted to relief camp.,IMD
3525,UEI-IMD-FL-2006-0057,25/09/2006 00:00,27/09/2006 00:00,3,heavy rains,"Kollam, Kottayam, Palakkad, Pathanamthitta,Thiruvananthapuram",Kerala,"i) 82 houses completely,273 houses partially damaged. ii) Extensive damage to agriculture reported. iii) Low lying areas flooded. ",IMD
3526,UEI-IMD-FL-2006-0058,18/10/2006 00:00,18/10/2006 00:00,1,heavy rains,Thiruvananthapuram,Kerala,i) Low lying areas flooded. ii) Electric lines disrupted.,IMD
3527,UEI-IMD-FL-2006-0059,28/10/2006 00:00,29/10/2006 00:00,2,heavy rains,Thiruvananthapuram,Kerala,"i) 22 houses completely,598 houses partially damaged. ii) Low lying areas flooded. iii) 2 fishing boats damaged. iv) Widespread damage to agriculture reported",IMD
3528,UEI-IMD-FL-2006-0060,04/11/2006 00:00,04/11/2006 00:00,1,heavy rains,Wayanad,Kerala,i) Electric/telephone lines affected. ii) Low lying areas inundated.,IMD
3529,UEI-IMD-FL-2006-0061,08/11/2006 00:00,08/11/2006 00:00,1,heavy rains,Thiruvananthapuram,Kerala,One bridge damaged in Nedumangad.,IMD
3530,UEI-IMD-FL-2006-0062,21/11/2006 00:00,21/11/2006 00:00,1,heavy rains,Thiruvananthapuram,Kerala,i) Low lying areas flooded. ii) Road transport disrupted.,IMD
3531,UEI-IMD-FL-2006-0063,25/11/2006 00:00,25/11/2006 00:00,1,heavy rains,Kottayam,Kerala,Landslide reported.,IMD
3532,UEI-IMD-FL-2006-0064,05/07/2006 00:00,05/07/2006 00:00,1,heavy rains,Chhatisgarh,"Madhya Pradesh,  Chhattisgarh","2,791 people shifted to relief camps.",IMD
3533,UEI-IMD-FL-2006-0065,31/07/2006 00:00,31/07/2006 00:00,1,heavy rains,"Balaghat, Mandla, Seoni,Alirajpur","Madhya Pradesh,  Chhattisgarh",i) Many trees uprooted. ii) Road communication cut off.,IMD
3534,UEI-IMD-FL-2006-0066,06/08/2006 00:00,08/08/2006 00:00,3,flash flood,"Barwani, Burhanpur, Jagdalpur,West Nimar","Madhya Pradesh,  Chhattisgarh",,IMD
3535,UEI-IMD-FL-2006-0067,10/08/2006 00:00,10/08/2006 00:00,1,flash flood,"Ujjain,West Madhya Pradesh ","Madhya Pradesh,  Chhattisgarh",Damage to 1081 houses reported.,IMD
3536,UEI-IMD-FL-2006-0068,13/08/2006 00:00,20/08/2006 00:00,8,heavy rains.,"Bhopal, Guna, Hoshangabad, Indore, Jabalpur, Mandsaur, Neemuch, Jawad, Rajgarh, Ratlam, Sagar, Sehore,Ujjain ","Madhya Pradesh,  Chhattisgarh","i) Many trees uprooted. ii) Road, rail,air traffic disrupted. iii) Many houses damaged. iv) 5 vehicles washed away.",IMD
